Abbreviation,KEGG ID
Sodium cefapirin,C08101
Sodium deoxycholate,C11171
Sodium equilin sulfate,C13416
Sodium fluoride,C08142
Sodium folinate,C17731
Sodium glucuronate,C13085
Sodium hydroxide,C12569
Sodium molybdate,C15455
Sodium nitroprusside dihydrate,C07695
Sodium p-aminosalicylate,C08055
Sodium picosulfate,C13072
Sodium sulfate,C13199
Sodium thiosalicylate,C08171
Sojagol,C10529
Solacapine,C10818
Solamargine,C10819
Solanidine,C06543
Solanine,C10820
Solanocapsine,C10821
Solasodine,C10822
Solasonine,C10824
Solavetivone,C09737
Soluble variant-surface-glycoprotein,C04342
Solutol HS 15,C11317
Soman,C07494
Somatostatin-1,C16022
Somatostatin-2,C16021
Songorine,C08707
Sophoraflavanone B,C18023
Sophoraflavanone G,C18053
Sophoraflavonoloside,C12634
Sophoraisoflavanone A,C10530
Sophoramine,C10782
Sophoranol,C17069
Sophoranone,C08719
Sophorose,C08250
Soraphen A,C11300
Soraphen O,C15818
Sorgolactone,C09186
Sotalol,C07309
Soularubinone,C08784
Soyasapogenol A,C17419
Soyasapogenol B,C08980
Soyasapogenol C,C17422
Soyasapogenol D,C17423
Soyasapogenol E,C17420
Soyasapogenol F,C17421
Soyasaponin A1,C08982
Soyasaponin I,C08983
Soyasaponin II,C12081
Sparfloxacin,C07662
Sparteine,C10783
Spathelia bischromene,C09048
Specionin,C09799
Spectinomycin dihydrochloride,C11619
Spenolimycin,C17970
Spergualin,C16747
Sphagnum acid,C10496
Spheroidene,C15900
Spheroidenone,C15903
Sphingoid,C00319
Sphingomyelin,C00550
Sphingosine 1-phosphate,C06124
Sphingosyl-phosphocholine,C03640
Sphondin,C18081
Spicamycin,C15751
Spicatin,C09551
Spinasaponin A,C08984
Spinasterol,C08840
Spinoside A,C08809
Spinosyn A,C11054
Spinosyn B,C11055
Spinosyn D,C11056
Spinosyn H,C15706
Spinosyn J,C15707
Spinosyn K,C15708
Spinosyn P,C15709
Spiradine A,C08708
Spiramine A,C08709
Spiramycin,C01754
Spiramycin II,C12891
Spirasine I,C08710
Spiredine,C08711
Spirilloxanthin,C15881
"Spiro[benzofuran-2(3H),1'-[2]cyclohexene]-7-chloro-4,6-dimethoxy-6'- methyl-2'-(methylthio)-3,4'-dione",C15300
Spirodilactone,C06986
Spirolucidine,C09903
Spironolactone,C07310
Spongothymidine,C16744
Spongouridine,C16745
Sporidesmin,C10618
Sporidesmin J,C16768
Spruceanol,C09188
Sptmyn,C02078
Squalamine,C16841
Squamocin,C08545
Sr2+,C13884
Ssq23epx,C01054
Stanozolol,C07311
Staphidine,C08712
Staphyloxanthin,C16148
Staurosporine,C02079
Stealthin C,C12392
Stearamide,C13846
Stearidonic acid,C16300
Stearidonoyl-CoA,C16163
Stearolic acid,C08459
Stearoylglycerone phosphate,C03805
Steganacin,C10886
Stellettamide A,C16893
Stemmadenine,C11691
Stenbolone,C14490
Sterculic acid,C08366
Sterigmatocystin,C00961
Steroid,C00377
Steroid O-sulfate,C02590
Steroid ester,C15506
Steroid hydroperoxide,C03176
Steroid lactone,C15507
Sterol,C00370
Sterol 3-beta-D-glucoside,C03641
Steryl ester,C01958
Steryl sulfate,C02195
Stevioside,C09189
Stigmasterol,C05442
Stigmatellin,C12148
Stigmatellin X,C12149
Stigmatellin Y,C12150
Stilbamidine dihydrochloride,C15389
Stipitatate,C01853
Stipitatonate,C02080
Stizolobate,C06047
Stizolobinate,C06048
Stmyn,C00413
Stovaine,C14169
Stramonin B,C09552
Streptamine,C01854
Streptamine 4-phosphate,C03433
Streptamine phosphate,C03177
Streptidine,C00837
Streptidine 6-phosphate,C01121
Streptobiosamine,C07655
Streptomycin 3''-phosphate,C03731
Streptomycin 6-phosphate,C01138
Streptonigrin,C02081
Strictosamide,C16724
Strictosidine,C03470
Strictosidine aglycone,C03309
Strigol,C09190
Strigolactone ABC-rings,C18036
Strobamine,C10867
Strobopinin,C09939
Strychnine,C06522
Stylisterol A,C14157
Stylisterol B,C14158
Stylisterol C,C14159
Stylopine,C05175
Stypandrol,C09971
Styraxin,C10887
Styrene,C07083
Styrene cis-glycol,C07084
Styrene oxide,C02083
Styrylcarbinol,C02394
Subaphyllin,C10497
Substance K,C16097
Substance P,C16094
Substituted amine,C06375
Substituted beta-amino acid,C03806
Succimer,C07598
Succindialdehyde,C16835
Succinyl proline,C11711
Succinyl sulfathiazole,C11745
Sucralfate,C07314
Sucralose,C12285
Sufentanil,C08022
Sugar,C11477
Sugar 1-phosphate,C11828
Sugar phosphate,C00934
Sugeonol,C17504
Sugeonyl acetate,C17506
Sugetriol,C17502
Sulbactam,C07770
Sulbactam sodium,C14001
Sulbenicillin,C11170
Sulbentine,C12767
Sulbutiamine,C12750
Sulcatol,C07288
Sulcatone,C07287
Sulconazole,C08076
Sulfacetamide sodium anhydrous,C08051
Sulfadiazine,C07658
Sulfadoxine,C07630
Sulfalene,C12616
Sulfamate,C01614
Sulfamethizole,C08050
Sulfamethoxazole,C07315
Sulfamethoxazole sodium,C17718
Sulfamine,C07458
Sulfamonomethoxine,C12540
Sulfamycin B,C12055
Sulfanilic acid,C06335
Sulfasalazine,C07316
Sulfathalidine,C07659
Sulfathiazole,C11169
Sulfatide,C06125
Sulfinate,C01615
Sulfinpyrazone,C07317
Sulfisoxazole,C07318
Sulfobromophthalein,C11363
Sulfoglycolithocholate,C11301
Sulfometuron methyl,C10955
Sulfur donor,C17023
Sulfuretin,C08730
Sulindac,C01531
Sulmazole,C13749
Sulochrin,C00495
Sulphometuron methyl,C05085
Sultamicillin tosylate,C13129
Sultopride,C11708
Sumaresinol,C17070
Sumatriptan,C07319
Sumatrol,C10532
Sumiherb,C14568
Sumithrin,C14387
Supercoiled plasma DNA,C03310
Supinidine,C10400
Supinine,C10403
Suplatast,C12869
Suprofen,C07320
Suramin,C07974
Surfactin,C12043
Surinamensin,C10888
Suspensaside,C10499
Sutan,C14323
Suxamethonium,C07546
Swainsonine,C10173
Swerchirin,C10091
Sweroside,C17071
Swertiajaponin,C10187
Swertiamarin,C09800
Swertianin,C10092
Swertianolin,C10093
Swietenidin B,C10741
Symlandine,C10408
Symphytine,C10409
Synapsin,C01532
Synaptolepis factor K1,C09192
Synthos,C08136
Syringetin,C11620
Syringic acid,C10833
Syringin,C01533
Syringolin A,C15701
Syringomycin,C12268
Syringopeptin,C15828
Syringyl lignin,C15806
T 0901317,C15630
T-2 Toxin,C09738
T-kinin,C16008
T3,C02465|C07639
T4,C01829
T4hcinnm,C00811
TBP,C14439
TCDD,C07557
TCE,C06790
TCE epoxide,C11148
TES,C05353
TGDG,C06036
THC 4'-glucoside,C16407
THIP,C13693
THTA,C11072
THTC,C11074
TIP39,C16053
TMC 126,C15659
TMC-151,C15838
TMPT,C14538
TMPTA,C14537
TPCK,C02088
TRAM-3,C13785
TRAM-34,C13784
TRANS-23-DEHYDROADIPYL-COA,C14144
TRH,C03958
TRIBOA,C15771
TRIBOA-glucoside,C18062
TS-TM-calix(4)arene,C13704
TSH,C18182|C02090
TSST,C03170
TTNPB,C15634
Tabernamine,C09242
Tabernanthine,C09274
Tabersonine,C09244
Tacalcitol,C12919
Taccalonolide A,C08635
Tacrine,C01453
Tagitinin F,C09554
Talampanel,C13670
Talampicillin,C11751
Talampicillin hydrochloride,C13978
Talatizamine,C08713
Taleranol,C14753
Tamarixetin,C10188
Tamaulipin A,C09556
Tambulin,C10189
Tamoxifen,C07108
Tamoxifen N-oxide,C16545
Tamsulosin,C07124
Tangeretin,C10190
Taraxasterol,C08636
Taraxerol,C08637
Tarennoside,C11654
Tartrazine,C07574
Tartronic acid,C02287
Taurochenodeoxycholate,C05465
Taurocyamine,C01959
Taurodeoxycholate,C05463
Taurohyocholate,C15516
Taurolithocholate,C02592
Taurolithocholate sulfate,C03642
Tauropine,C01616
Tauroursodeoxycholic acid,C16868
Tautomycin,C05372
"Taxa-4(20),11(12)-dien-5alpha,13alpha-diol",C11897
"Taxa-4(20),11(12)-dien-5alpha-ol",C11895
"Taxa-4(20),11(12)-dien-5alpha-yl acetate",C11896
"Taxa-4,11-diene",C11894
Taxifolin,C01617
Taxifolin 3-O-acetate,C09967
Taxine A,C10619
Taxiphyllin,C01855
Taxodione,C09194
Taxodone,C09196
Taxol B,C10579
Taxuyunnanin C,C15537
Tazarotene,C12531
Tazettine,C12179
Tazobactam,C07771
Teasterone,C15791
Tebufenpyrad,C11126
Tecomine,C09988
Tecostanine,C09989
Tectochrysin,C11621
Tectoquinone,C10405
Tectoridin,C10533
Tectorigenin,C10534
Tefluthrin,C10992
Tegafur,C12673
Teichoic acid,C06707
Teicoplanin,C15820
Teicoplanin A2,C13781
Teicoplanin A2-1,C13587
Teicoplanin A2-2,C12046
Teicoplanin A2-3,C13588
Teicoplanin A2-4,C13610
Teicoplanin A2-5,C13612
Teicoplanin A3,C15669
Teicoplanin A3-1,C13613
Teleocidin B-1,C05150
Tellimagrandin I,C10241
Telmisartan,C07710
Telocinobufagin,C17072
Telomestatin,C12040
Templetine,C10786
Tenitramine,C17719
Tentoxin,C08441
Tenuazonic acid,C08511
Tenulin,C09557
Tephrosin,C10535
Tephrowatsin A,C09970
Teprenone,C13297
Teprotide,C11712
Terazosin,C07127
Terbacil,C10963
Terbinafine,C08079
Terbutaline,C07129
Terconazole,C08080
Terephthalate,C06337
"Terephthalate-1,2-cis-dihydrodiol",C06318
Terfenadine,C07463
Terminalin,C10242
Terminaline,C10825
Ternatin A1,C16302
Ternatin C5,C16303
Terpenoid EA-I,C09198
Terpineol-4,C17073
Terpinolene,C06075
Terthiophene,C08460
Tertiary amine,C02196
Testolactone,C02197
Testolate,C01618
Testololactone,C04676
Testosterone,C00535
Testosterone acetate,C03027
Testosterone cypionate,C08156
Testosterone decanoate,C14607
Testosterone enanthate,C08157
Testosterone glucuronide,C11134
Testosterone isocaproate,C14663
Testosterone phenylpropionate,C14667
Testosterone propionate,C08158
Tet-glycine,C13738
Tetra-O-methylscutellarein,C14472
Tetrabenazine,C11168
Tetrabromobisphenol A,C13620
Tetracaine,C07526
Tetracenomycin A2,C12371
Tetracenomycin B1,C12377
Tetracenomycin B2,C12378
Tetracenomycin B3,C12369
Tetracenomycin C,C06801
Tetracenomycin D1,C12376
Tetracenomycin D3,C12368
Tetracenomycin D3 methylester,C12375
Tetracenomycin E,C12370
Tetracenomycin F1,C12367
Tetracenomycin F1 methylester,C12373
Tetracenomycin F2,C12366
Tetracenomycin M,C12372
Tetracenomycin X,C12380
Tetrachlorodian,C14528
Tetrachlorohydroquinone,C03434
Tetrachloromethane,C07561
Tetrachlorosalicylanilide,C11274
Tetrachlorvinphos,C14513
Tetracycline,C06570
Tetradymol,C09739
Tetraethylammonium,C07512
Tetraethylenepentamine,C14690
Tetrahomomethionine,C17225
Tetrahydro-11-deoxycortisol,C14594
Tetrahydro-21-deoxycortisol,C15403
Tetrahydroalstonine,C11682
Tetrahydrocorticosterone,C05476
Tetrahydrogeranylgeranyl diphosphate,C17440
Tetrahydroharmine,C09243
Tetrahydropalmatine,C02890
Tetrahydropteridine,C05650
Tetrahydropteroyl-L-glutamate,C05237
Tetrahydroxypteridine,C03178
Tetrahymanol,C06083
Tetralin,C14114
Tetramethylammonium chloride,C11335
Tetramethylrosamine,C11622
Tetramisole hydrochloride,C11337
Tetranactin,C06764
Tetrandrine,C09654
Tetraneurin A,C09559
Tetraneurin E,C09560
Tetrangomycin,C12396
Tetrangulol,C12397
Tetrapentylammonium,C13815
Tetrapeptide,C01960
Tetraphenylarsonium,C11316
Tetraphenylphosphonium,C11152
Tetrasaccharide,C06768
Tetrodotoxin,C11692
Tetryzoline,C07912
Texasin,C10536
Thalassemine,C01961
Thalicarpine,C09655
Thalicoside A,C08985
Thalicsessine,C08714
Thalidasine,C09656
Thalidomide,C07910
Thallium chloride,C15226
Thalmidine,C09590
Thalmine,C09659
Thalsimine,C09661
Thapsigargin,C09561
Theasaponin,C08986
Theasinensin A,C09972
Thebaine,C06173
Thelepin,C17100
Theobromine,C07480
Theogallin,C10834
Theophylline,C07130
Thermobiszeaxanthin,C15984
Thermobiszeaxanthin-13-13,C15959
Thermobiszeaxanthin-13-15,C15963
Thermobiszeaxanthin-15-15,C15964
Thermocryptoxanthin,C15982
Thermocryptoxanthin-11,C15952
Thermocryptoxanthin-13,C15954
Thermocryptoxanthin-15,C15955
Thermospine,C10789
Thermozeaxanthin,C15983
Thermozeaxanthin-13,C15956
Thermozeaxanthin-15,C15957
Thermozeaxanthin-17,C15958
Thevetin A,C08882
Thevetin B,C08856
Thiaburimamide,C11800
Thiadiazolidinethione,C10977
Thiadiazolidinone,C10973
Thiamin acetic acid,C02892
Thiamine aldehyde,C05856
Thiamphenicol,C12853
Thiamylal,C07846
Thiarubrine A,C08461
Thiarubrine B,C08462
Thiazolylethylamine,C17927
Thien-2-ylacetate,C02595
Thien-2-ylacetonitrile,C03311
Thienamycin,C06664
Thienodolin,C09245
Thiethylperazine,C07132
Thifensulfuron methyl,C10957
Thio-THIP,C13711
Thioacetate,C01857
Thiobencarb,C14428
Thiobenzamide,C16281
"Thiobenzamide S,S-dioxide",C16285
Thiobenzamide S-oxide,C16283
Thiobinupharidine,C09990
Thiocarbohydrazide,C11214
Thiocillin,C12052
Thiocoraline,C15727
Thiocysteine,C01962
Thiodiacetic acid,C14872
Thiodiacetic acid sulfoxide,C14873
Thiogalactoside,C02327
Thioglucoside,C02085
Thioglycol,C00928
Thioguanine,C07648
Thiohydroximic acid,C17261
Thiol,C00145
Thiol-blocking reagent,C00648
Thiolactomycin,C11165
Thiomorpholine 3-carboxylate,C03901
Thiopental,C07521
Thioperamide,C17933
Thiophanate-methyl,C14432
Thiophene-2-carbonyl-CoA,C07347
Thiopropanal S-oxide,C08389
Thiopurine,C01756
Thiorphan,C01619
Thiostrepton,C12054
Thiotepa,C07641
Thiothece-474,C16279
Thiotropocin,C12105
Thiourea,C14415
Thiourocanic acid,C05571
Thiram,C11160
Threonate,C01620
Thrombin,C00752
Thromboxane A2,C02198
Thromboxane B2,C05963
Thujone,C09906
Thujopsene,C09740
Thymine dimer,C17509
Thymol,C09908
Thymonin,C10191
Thymosin alpha-1,C16065
Thymosin beta-10,C16067
Thymosin beta-4,C16066
Thymyl acetate,C09909
"Thyroglobulin 3,5-diiodotyrosine",C16731
Thyroglobulin 3-Iodotyrosine,C16732
Thyroglobulin L-thyroxine,C16729
Thyroglobulin L-tyrosine,C16733
Thyroglobulin aminoacrylate,C16734
Thyroglobulin triiodothyronine,C16730
Thyroid,C08215
Tiagabine,C07503
Tiamulin,C12065
Tiapamil,C13765
Ticarcillin,C07139
Ticlopidine,C07140
Ticrynafen,C11702
Tifluadom,C11797
Tiglic acid,C08279
Tigloidine,C10868
Tiglyl tiglate,C08546
Tigogenin,C08914
Tigonin,C08915
Tiliacorine,C09667
Tiludronate,C08141
Timepidium bromide,C12768
Timolol,C07141
Timosaponin A-I,C17074
Timosaponin A-III,C17075
Tinctorine,C10790
Tingenone,C08638
Tinyatoxin,C09201
Tioconazole,C08082
Tirofiban,C07965
Tiron,C11159
Tizanidine,C07452
Tobramycin,C00397
Tocainide,C07142
Tocopheryl nicotinate,C12981
Tocoretinate,C12967
Tokoronin,C08916
Tolazoline,C07147
Tolbutamide,C07148
Tolcapone,C07949
Tolmetin,C07149
Tolmetin sodium,C02328
Tolrestat,C01621
Tolterodine,C07750
Toluene-cis-dihydrodiol,C04592
Tolylacetate,C01963
Tolylacetonitrile,C02596
Tomatidine,C10826
Tomatine,C10827
Tomentosin,C09562
Toonacilin,C08785
Topiramate,C07502
Topotecan,C11158
Torachrysone,C17672
Toralactone,C17673
Toremifene,C08166
Tortuosamine,C12260
Torulene,C08613
Tos-Arg-CH2Cl,C02087
Tos-Lys-CH2Cl,C00896
Tos-Ph-CH2Cl,C01964
Tosylate,C06677
Toxaphene,C15470
Toxicarol,C10537
Toxiferine I,C09246
Toxoflavine,C16789
Toxol,C08979
Toxyl angelate,C08981
Toyomycin,C13569
Trachelanthamidine,C12440
Trachelogenin,C10891
Tragacanth,C08827
Tramadol,C07153
Transferrin[Fe(II)]2,C03029
Transferrin[Fe(III)]2,C03179
Tranylcypromine,C07155
Traumatic acid,C16308
Traumatin,C16309
Trazodone,C07156
Tremetone,C08992
Tremulacin,C09973
Trenbolone,C14261
Tretin M,C00777
Triacanthine,C08435
Triacetate,C01757
Triacetate lactone,C02752
Triacetylene,C08463
Triadimefon,C11156
Triadimenol,C11127
Triamcinolone acetonide,C08183
Triamcinolone diacetate,C08184
Triamcinolone hexacetonide,C08185
Triangularine,C10410
Triasulfuron,C10961
Triazolealanine,C11345
Triazolidinedithione,C10978
Triazolidinonethione,C10975
Tribenuron-methyl,C10962
Tribromobisphenol A,C13621
Tribuloside,C17140
Tributyltin chloride,C15224
Tributyrin,C13870
Tricaprilin,C13044
Tricetin,C10192
Trichilin A,C08786
Trichlopyr,C11032
Trichlorfon,C07971
Trichlormethiazide,C07767
Trichloroacetate,C11150
Trichlorobenzene A,C06594
Trichloroethanol,C07490
Trichlorostibine,C15235
Trichocarpin,C10835
Trichodermin,C09741
Trichodiene,C01860
Tricholomic acid,C08298
Trichomycin A,C13450
Trichomycin B,C13451
Trichostachine,C10174
Trichothecin,C09742
Trichotomine,C09247
Tricin,C10193
Triclofos,C07165
Triclosan,C12059
Tricornine,C08715
Tricosane,C17433
Tricrozarin A,C10406
Tricyclodehydroisohumulone,C10723
Tridecane,C13834
Tridemorph,C11285
Tridihexethyl,C07861
Tridihexethyl bromide,C11761
Tridihexethyl iodide,C07862
Trientine,C07166
Triethylamine,C14691
Triethylenemelamine,C07642
Trifluoperazine,C07168
Trifluralin,C14343
Trifolin,C12626
Trifolirhizin,C10538
Triforine,C10960
Triglochinin,C08342
Triglycollamic acid,C14695
Trigonelloside C,C08917
Trihexosylceramide,C04737
Trihexyphenidyl,C07171
Trihomomethionine,C17221
Trilobine,C09669
Trilobolide,C09563
Trimethaphan,C07174
Trimethobenzamide,C07178
Trimethoprim,C01965
Trimethylalanine,C08263
Trimethylenetetraurea,C06386
Trimethylsulfonium,C01008
Trimetrexate,C11154
Trimipramine maleate,C14029
Trinitrotoluene,C16391
Triostin A,C15721
Trioxilin A3,C04843|C14809
Trioxilin B3,C14811
Trioxsalen,C09314
Tripdiolide,C09202
Tripelennamine,C07180
Triphenyl phosphate,C14235
Triphenylcyanoethylene,C14599
Triphenylethylene,C14134
Triphenylsilanol,C14549
Triphenyltetrazolium chloride,C11305
Triphenyltin chloride,C14413
Triphyopeltine,C12339
Tripsin inhibitor,C02597
Tripteroside,C10095
Triptolide,C09204
Tris(2-chloroethyl)phosphate,C14445
Tris(butoxyethyl)phosphate,C14446
Trispheridine,C12182
Triterpenoid,C06085
Trithionate,C01861
Triton X-100,C11623
Tritriacontane,C08393
"Tritriacontane-16,18-dione",C08394
Trolamine,C06771
Troleandomycin,C12753
Trometamol,C07182
Tropacocaine,C10848
Tropate,C01456
Tropine,C00729
Tropine ester,C02089
Tropinone,C00783
Tropisetron,C13666
Tropolone,C15474
Tropomyosin,C00839
Troponin I,C01758
Trovafloxacin,C07664
Trp-P-2,C14416
Tryparedoxin,C16663
Tryparedoxin disulfide,C16664
Trypsin,C00298
Trypsinogen,C00321
Tryptamine,C00398
Tryptanthrine,C10742
Tsukushinamine A,C10791
Tubeimoside I,C08987
Tuberculostearic acid,C16794
Tuberonic acid glucoside,C08558
Tubocurarine,C07547
Tubulosine,C09248
Tubulysin A,C15702
Tubulysin B,C15703
Tubulysin D,C15704
Tubulysin E,C15705
Tuduranine,C17077
Tulipanin,C16315
Tulipinolide,C09564
Tuliposide A,C08561
Tuliposide B,C08570
Tulobuterol hydrochloride,C12798
Tungsten,C00753
Tunicamycin,C12063
Turgorin,C10837
Turmerone,C17494
Turricolol E,C10838
Tussilagine,C10411
Tutin,C09570
Tween 20,C11624
Tween 80,C11625
Two thymine residues (in DNA),C17510
Tylactone,C12000
Tylophorine,C10623
Tylosin,C01457
Tylosin B,C01687
Type A glycolipid,C06132
Typhasterol,C15793
Tyr-OEt,C01458
Tyrindoxyl sulfate,C17086
Tyrocidine,C12041
Tyrosol,C06044
U 0521,C15475
U 50488,C11796
U-6013,C14636
U19763,C14475
U6952,C15285
UCL 1608,C13788
UCL 1684,C13783
UDMA,C15448
"UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose",C04630
"UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose",C04613
UDP-2-deoxyglucose,C01009
UDP-3-ketoglucose,C12210
UDP-4-keto-rhamnose,C17328
UDP-4-oxo-6-deoxy-D-glucose,C04089
UDP-6-sulfoquinovose,C11521
UDP-L-Ara4FN,C16154
UDP-L-Ara4N,C16153
UDP-L-Ara4O,C16155
UDP-L-arabinose,C00935
UDP-L-iduronate,C02330
UDP-L-rhamnose,C02199
UDP-N-acetyl-6-(D-galactose-1-phospho)-D-glucosamine,C04739
"UDP-N-acetyl-D-galactosamine 4,6-bissulfate",C04589
UDP-N-acetyl-D-galactosamine 4-sulfate,C04426
UDP-N-acetyl-D-glucosaminouronate,C04573
UDP-N-acetyl-beta-D-mannosaminouronate,C04427
UDP-N-acetylmuramoyl-L-Ala-D-gamma-Glu-6-carboxy-L-Lys-D-Ala,C04804
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine,C06432
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl)-L-lysyl-D- alanyl-D-alanine,C04894
UDP-apiose,C01623
UDP-galactosamine,C02467
UDP-kanosamine,C12211
UDP-sugar,C05227
UDP-xylose,C00190
UH-301,C11698
UK 63598,C15764
UK 78282,C13848
UK-47265,C11701
UR-12947,C14125
UTHT,C11082
Ubenimex,C00732
Ubidecarenone,C11378
Ubiquinone-0,C05251
Ubiquitin,C00496
Ubiquitin C-terminal thiolester,C04090
Umbelliferone,C09315
Umbelliferose,C08251
Umbellulone,C09911
Uncarine A,C17593
Uncarine B,C17594
Uncarine C,C17595
Uncarine D,C17596
Uncarine E,C17597
Uncarine F,C17598
Uncinatone,C09976
Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)-D-Ala-D-Ala,C17541
Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)3-D-Ala-D-Ala,C17542
Undecaprenyl phosphate alpha-L-Ara4FN,C16156
Undecaprenyl phosphate alpha-L-Ara4N,C16157
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L- alanyl-D-isoglutaminyl-L-lysyl-(glycyl)5-D-alanyl-D-alanine,C05895
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine,C17550
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl-L-alanyl)-D-alanyl-D-alanine,C17549
Undecenoic acid,C13910
Undecylprodigiosin,C12023
Undulatone,C08787
Ungeremine,C12189
Unsaturated alcohol,C02893
Uplandicine,C10412
UppppU,C06198
Uracil 5-carbaldehyde,C17206
Uracil 5-carboxylate,C03030
Uracil mustard,C11686
Urate D-ribonucleotide,C03312
Urate-3-ribonucleoside,C05513
Urdamycin A,C12413
Urdamycin B,C12406
Urdamycin F,C12411
Urdamycin G,C12414
Urdamycinone B,C12404
Urdamycinone F,C12410
Urethane,C01537
Uridine 2'-phosphate,C03031
Uridylyl-[protein-PII],C05326
Urobilinogen,C05790
Urobilinogens,C05788
Urobilins,C05792
Urochloralic acid,C14869
Urocortin I,C16080
Urocortin II,C16081
Urocortin III,C16082
Urocortisol,C05472
Urocortisone,C05470
Urodilatin,C16000
Uroguanylin,C16006
Uroporphyrin I,C05767
Uroporphyrin III,C02469
Urotensin I,C16076
Urotensin II,C16016
Urovision,C13429
Ursiniolide A,C09572
Ursocholate,C17644
Ursodeoxycholoyl-CoA,C17689
Ursodiol,C07880
Ursolic acid,C08988
Urushiol III,C10839
Usambarensine,C09249
Usambarine,C09250
Usaramine,C10413
Uscharidin,C08883
Ustiloxin,C08442
Uvaretin,C09978
Uvaricin,C08572
V,C06267
VIP,C16119
VM-26,C11153
VP,C00840
VP-16,C01576
Vaccenic acid,C08367
Valclavam,C06668
Valeramide,C01842
Valeranone,C16813
Valerenic acid,C09743
Valerianine,C09991
Valeroidine,C10869
Valerosidatum,C17068
Valimon,C12112
Valinomycin,C06684
Valiolone,C12113
Valnemulin,C12066
Valproic acid,C07185
Valspodar,C11213
Valtrate,C09801
Vanadate,C00754
Vancomycin,C06689
Vanillyl alcohol,C06317
Vanillylamine,C16666
Vanillylmandelic acid,C05584
"Variant-surface-glycoprotein 1,2-dimyristyl-sn-phosphatidylinositol",C04848
Variotin,C12905
Vasconine,C12188
Vasicine,C10733
Vasicinol,C10743
Vasicinone,C10744
Veatchine,C06092
Vecuronium,C07553
Velloquercetin,C10194
Vellosimine,C11634
Venlafaxine,C07187
Ventinone A,C10407
Veprisinium,C10745
Veracevine,C10828
Verapamil,C07188
Veratraldehyde,C02201
Veratramine,C10829
Veratridine,C06544
Verbascose,C08252
Verbascoside,C10501
Verbenalin,C09802
Verbenone,C09913
Vermeerin,C09574
Vermelone,C01624
Vernadigin,C08884
Vernodalin,C09576
Vernodalol,C09577
Vernoflexin,C09578
Vernoflexuoside,C09579
Vernolepin,C09582
Vernolic acid,C19097|C08368
Vernolide,C09583
Vernomenin,C09584
Vernomygdin,C09585
Verrucarin A,C09746
Verruculotoxin,C10624
Versamine,C07511
Verticine,C10830
Vertine,C10585
Vestitol,C16225|C10540
